source,ref,entity_type,problem,severity,fix_group,priority,suggested_action
file-coverage,src-yt-EMeYsB6Vk2Y,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""19-EMeYsB6Vk2Y-local-asr-small.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-fc50NCdLhL4,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""09-norsk-landbruk-nina-rangøien-fc50NCdLhL4.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-hALbwiwHdOM,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""10-norsk-landbruk-nina-kort-hALbwiwHdOM.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-n1qF1TRh2d0,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""03-erling-aas-eng-om-tillitsverv-i-landbruket-n1qF1TRh2d0.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-nvb9MJdwIzA,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""17-nvb9MJdwIzA-local-asr-small.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-SgltfUW8Ymg,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""08-norsk-landbruk-tilde-SgltfUW8Ymg.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-UPYj1SNHYdw,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""04-nina-ranøien-om-kurstilbud-for-landbrukets-tillitsvalgte-UPYj1SNHYdw.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-USSkCfpjGbM,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""16-USSkCfpjGbM-local-asr-small.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-W2VaX150Uw8,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""02-seminar-om-avrenningstiltak-i-jordbruket-i-regi-av-agrianalyse-2025-W2VaX150Uw8.txt"" or update SourceDoc.filename to actual location"
file-coverage,src-yt-XcV4bZe0J_I,SourceDoc,missing_file_sourcedoc,MEDIUM,E: missing SourceDoc,,"Restore file at ""11-film-alle-fire-m-plakater-kursdeltagere-XcV4bZe0J_I.txt"" or update SourceDoc.filename to actual location"
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/Research-Report-Norges-matrevolusjon-2026.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/2022-68-EMV-og-innovasjon-i-dagligvare-1.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/20250326-salling-groups-erhvervelse-af-dele-af-coop-danmark-a.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Aarsrapport-Dagligvaretilsynet-2023.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Aarsrapport-Dagligvaretilsynet-2024.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/cibus_interim_report_q3_2025.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/cibus_nordic_annual_report_2025.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/cibus_year-end_report_2025.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvare_ Forskjeller i innkjøpspriser ytterligere redusert - Konkurransetilsynet.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/dagligvare_rapport.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet - Dagligvaretilsynet Hringssvar om endringer i lov om god handelsskikk handheving (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet - Rapport om Samarbeidsklimaet i Dagligvarebransjen 2023 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet-tildelingsbrev-2024.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet-tildelingsbrev-2025.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet-tildelingsbrev-2026.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Del-2.-Kartlegging-av-marginer-ved-bruk-av-informasjon-pa-produktniva.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Effekter-av-innkjopssamarbeid-i-det-norske-dagligvaremarkedet-masteroppgave-2015.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Forbyr praksis som motvirker konkurranse i dagligvaremarkedet - regjeringen.no.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/fretheimrodnova-etableringshindringer-var-2020_isf_mro-2.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/fréttatilkynning-hagar-4f-2024-25-ensk.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Havforskningsinstituttet - 23 2018 Framtidsrettet mat 1408 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/KFST - 20241120 evaluering af foedevarehandelsloven 2024 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/KFST - fremtidens detailhandel (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - betaling for hylleplass (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - Konkurransetilsynets dagligvarerapport 2022 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - Konkurransetilsynets Dagligvarerapport 2024 25 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynets-Dagligvarerapport-2024-25.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurrensverket - rapport 2024 5 summary (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurrensverket - rapport 2025 5 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/NORDIC_FOOD_MARKETS.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Ny rapport om krav til åpenhet i dagligvarebransjen - regjeringen.no.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Nye tiltak for bedre konkurranse i dagligvarebransjen - regjeringen.no.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Paivittaistavarakauppa-ry-2024-EN.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport-marginstudie.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+i+Dagligvarebransjen.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+Samarbeidsklimaet+i+Dagligvarebransjen+2023.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+i+dagligvarebransjen+2024_Final_17.10.24.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+samarbeidsklimaet+lokalmat-+og+drikke+produsenter+i+dagligvarebransjen+2025.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - arsrapport dagligvaretilsynet 2024 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - horingsnotat om forslag til endringer i lov om god handelsskikk (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - konkurransetilsynet kt tildelingsbrev for 2026 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - nou201120110004000dddpdfs (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - stm201920200033000engpdfs (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Ruokavirasto - etmv toimintakertomus 2024 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SAMKEPPNISEFTIRLITID_arsskyrlsla_2024_LOK_02.10.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SINTEF - l1.1 delrapport 1 kvantifisering av utslipp (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SINTEF - rapport industriell fremstilling av norske forravarer signed (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Svak konkurranse – som fortjent - Civita.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Utredning-om-prisjusteringsvinduer-2023.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/100 millioner brød har blitt kastet siden… _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Circular economy butterfly diagram.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Consumer food waste prevention - Food Safety - European Commission.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Det er mye penger å tjene på matsvinn _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Efficiency of a novel “Food to waste to food” system including anaerobic digestion of food waste and cultivation of vegetables on digestate in a bubble-insulated greenhouse - ScienceDirect.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Endelig er matsvinnloven her! _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/EU actions against food waste - Food Safety - European Commission.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food Redistribution in the Nordic Region.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food Waste - Food Safety - European Commission.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Food-waste-reduction-corporate-responsibility-and-national-policies-2024.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Growing_vegetables_in_the_circular_econo.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Home - Foodsharing Copenhagen.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Home • PeelPioneers.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Lokaverkefni_ _Predicting Household Food Waste Reduction_ An exploratory study comparing and contrasting the Theory of Planned Behavior and Value Belief Norm theory_ _ Skemman.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NIBIO - NIBIO POP 2020 6 43 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NORSUS - Mobiplast okonomiske konsekvenser av posevalg (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NORSUS - OR 48.23 Biorest fra marine rastoffer og husdyrgjodsel (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Norways-Food-Waste-Reduction-Governance-2022.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NPHarvest – We recover value from your wastewater.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Policy commitment_ Reducing food waste for a green Nordic Region _ Nordic cooperation.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Regjeringen - rapport co2 handtering i norsk landbasert industri frem mot 2050 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Resource-Recovery-surplus-bread-thesis.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Response of food waste anaerobic digestion to the dimensions of micron-biochar under 30 g VS_L organic loading rate_ Focus on gas production and microbial community structure - ScienceDirect.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Revised Waste Framework Directive enters into force - Environment.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Vi har et enormt skjult matsvinn _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Zero waste solutions in hospitality  technology alignment and agile management practices for responsible consumption and production of food.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/2023-Danish-Action-Plan-for-Plant-based-Foods.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Agrifoodtech funding is flat. The real story is where it isn't_.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/approval insect novel food - Food Safety - European Commission.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/BioMar _ Powered by Partnership. Driven by Innovation_.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Danish insect ag firm ENORM declared bankrupt.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/DUG Foodtech Declared Bankrupt, Assets Now Open for Acquisition - vegconomist - the vegan business magazine.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Enifer - Ingredients for a sustainable food chain.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Enorm - larvae for green development of the agricultural and food industry.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Five reasons why vertical farming is still the future, despite all the recent business failures.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Foodrise_ Rising up for fair and resilient food systems.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/French insect protein producer Ÿnsect enters judicial liquidation _ PetfoodIndustry.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hailia - Enabling the Blue Food Revolution.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood _ PPTI News.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Industry Consolidation_ 40+ Major Alternative Protein Companies Have Shut or Been Acquired in Past Year.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Infarm closes Copenhagen operations amid ongoing ‘strategy shift’.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Insect producer seeks reconstruction in the face of bankruptcy _ The Fish Site.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Lessons from vertical farming bankruptcies, layoffs, and closures in 2023.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycoprotein Producer Mycorena’s Bankruptcy_ Setback or Fresh Start_.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Plantagon's Fall_ Lessons for AgTech Innovators.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/PROMYC, mycoproteins.pdf",PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
